""	0	
"itxqzipoupcyfisbtukyildyjtrhhgxpzwhyewpanrasbstupguxtavevm"	10	
"csktuiauoxjpkcpdekyazevyzxudsirvddoxmptaodryfhdltcmuijsigolaxevcimbwduwrzqrhxvss"	14	
"gmhpgpxvdyujvwrhzpktmdvcvcbquvpbhwsposktsecncwxbljxz"	13	
"sdiugaqbprknmabekwwrzltxixiuwi"	13	
"onrkutaviuixgibkuxinythvcgewcofsbycxrctbydyelzqhzyvxsetwkzuonbgqziosmjvnmtrzvkiuidrcjkavlwjaxrrybh"	15	
"qsndghwhegpyrvrvgcwcpsnqsfjqgqjykwbqfyzjeojxlbtsfpwujjkbqtuzldxxbznjxmu"	12	
"dedqhwioneiwqvygqufezdbacrlbfggkmjbvfjjsqtrgormhlu"	14	
"kxombfyengkxuwypdkyyarpiiiwptqcdnsrqypunxfkrdlggvg"	12	
"xaxhifdzyuddj"	9	
"vcvkwikdvbggkpbqvyqvfaakzzgecsazuxmqgwwbxchhtkarkqmrrmbsnixscz"	11	
"wwdoebkfzpoikyibkbpbuedmrnllpkfnjkbnmovnfjxpkitwjiydmdrg"	12	
"dthpywyjzmvnhksshkepdbylbdaexiwabfrabqlaegqnskhzumpzpplqv"	13	
"wsvsuwxlyabjchruujhclb"	13	
"cbhtozobviypcwmoxoriqba"	10	
"vluzyxpaawwovkrsvrhxotnnjhvcivpfjjfjgwkhtgxqsrjpiqnymclvlhxveobpxgzgclnxtmqndzdmrsmd"	12	
"y"	1	
"ifadlpebomaurljoewerzfwnxoacjydrfeuqvbtj"	17	
"teegnvmjbgljcygraicamvfs"	8	
"ynsrwgnamvqjiblomuqlcjnkloygvsytfqneycglxwwfyhtkdmxhvlujbspwln"	14	
"sefwchdpezmmzvfkbtjirwcaxxpukfmcltzna"	14	
"fgdtsdqaprvacmxemubeoljcquvpjxvqeajwfcyutuvvgscvofzftkhjgdapavigvtdbvdxrxsmemqbbwaipmpysuyj"	12	
"vtdqnitimrzllopyeq"	6	
"asjrgapa"	6	
"pmukfzdskwdyne"	8	
"zubzztcbmntunkvkahgmmgphsomqdqzc"	8	
"admwfpisieivbuxibjxjbgbrstuiszvvchrkxbch"	8	
"mejhbrinqrqwuhonbzhcuefexpdatkigptnskxfdqvzkeqzgpikjpppmgspadxiuqxmcuuhkphwuzxco"	13	
"mzuepjkhymmxuiptxrnrbxikvcjsgzavyubpflzdanawwpqvjdmkduuazftfetcepdwvrvyrkbpisfdblpnqkjqlol"	13	
"ugvzwavtrstkeuannhqquigmupffgqxaxubvvyooqhzxebkrkcjhmptgh"	9	
"nprnrohtlerztkishmvtffxpokgiqpiggztyparahkzaukudwpycwwtlgbvytdezfxxuaqvhbwjxgddfubjszcdffagyg"	11	
"alkzfmq"	7	
"vtzeqfjtmdxvvwxbefdmfjyfukhcwxctqdziliexlbtjzsmfxprfzqmvctxbqcuifurqcvqqyjzxbnfbcwidouz"	11	
"ow"	2	
"gyopgiiyndoddxeabrhevgmzuiynywhfxywdggbvlsaopgqszyyvekuavuqtqxanxysgewbpocdfkwakuyfalba"	15	
"vqblqcb"	4	
"avvhrxyhbeplapvwncwydwgypimhmnwmksvcpulsyadapbwfdsdjqmhfutmgilutdqxumimmlrmauifyalhqxq"	10	
"tmmzuxt"	5	
"alouzxilkaxkufsu"	8	
"fdacwyvikwekrukfihehpqtrpeoxyiedoehkeesrcybtunyfudmmvgfkmthmcorsuaczewsiutbpgcudhircqwoeqy"	12	
"umjogjqhpozxiubzddvikezowxebpctlqdzzmrgcfibqecrhhnrtrshnsoqhqkvhn"	12	
"izoqdvahnflhotu"	11	
"mnawcsktccdxlstttjkxhkgwrrdgkzozmoxphjkllpizhduapgzwrfukzaslzgkoxjfgsprgezfle"	10	
"ntgnrzumltoefnkpdhbiptzgzdhgqmighqtzpnnchbgmqrduaeesaeybjiiawqgdgbcxorzxuillbrhdxlvx"	16	
"wzbejd"	6	
"zlfhmkgcbhcwpnjqequcdrbvncwrlztmkzvyjbaklciaqrtwhpangeiugensdhgpgcnrfnbqsktkdogndjalniftmvnrcui"	12	
"yvbdkeueqnoubxhgghrvrzofueyyagiyd"	9	
"bppvuikicnhlvnsnklobqk"	7	
"oifwsdzfgoueicotgearzqloaw"	11	
"bomgcwnyosztzoqdyutrbxsuzignicqkresvbgwravnzjdekzabaxvvwddmoheaai"	12	
"wlcuddpqebvjlwjmxiiuhnztdgzfhhaftczyhoqmrnxcjirisbezqduuktztdbywezwlnmzfzwjkgatzdxaubvolqpgtrerxdpk"	15	
"bmzckjnrlgqpdqjgnztgqzbjftg"	13	
"ktdmfeqppdgdlysrrdxgermuqogyjmithlhmsychdkkpleicjfinyxkrlqpue"	14	
"pmlxydvcmapxradzcnfmafjmwwcnqhlityftdcypenownsvrfcdhipug"	14	
"wuefhmahtwkxuzbhqxuivnnxquhhootnkxstlvaermblnesdco"	12	
"xbawtvebluuagttbeqbihnlucpmg"	12	
"crsdupypvzcrvdxoyysobcxqprshfyahsvmmmkdhmhahkxykxsaavxqkokrvlucfpqtbbwkpfkyqjwcipdimaa"	12	
"rmsmxmredhxgkvqzb"	12	
"ytluvvlydxbfyurqirezvhjtptohtrjtkwngrbgwyjbwdsomjsnfbwaqqqxligeseravujrvsut"	10	
"nimyazdcwfsmwszeadyfwbarmumgofednqcqshuonoclgbrhepm"	11	
"sorgkfnblteamisesmshbwshxjqdaeftvzzfeogrinsuvkapzswaqojpxcuagzvbywhflpwveqpcdprcjoe"	17	
"epqcrkeyjzbkvkrganbg"	10	
"siljapsqtvuilycxcajbdtxokfqzhwfbfslhhfxabtlmspkuptyuoxiacyzjxhlezylhdkj"	14	
"fwtxlfucyuxorhotipffysjyqwhtisynrtleyhhybgmspclxrseqknqalzuttuhknurlbajeixwxzjxscbk"	13	
"rapcbjwvffhubyfcyqiinggopdgterivtxaviyspdbjecqicislxy"	14	
"lpwtjaktygsadayv"	7	
"dyajaqtdylovjhgydbjfoefuwfxwduniunrvfkydvoyg"	11	
"ghykqfyvlstqrqwnfejvyeaieegsempntnxmvxjgrcwkuuzazivznxhtbpmicdxxrwjo"	12	
"sumvqwpnvrodonsmumpmazodwlwuxknpezmxxeksvyymlqyheptepjilxeiurxlvzasweerbcpnphnzmdssueahbhpvyni"	11	
"miqioubqzqfqavpmaieumhbpqrkqgulsdbcryejzwrpwofioppkbylso"	15	
"cekwrebvhvtlesh"	7	
"heloobdflgdxyrdcvobnsckbxdoexybgcnvsoaychbbfveksulhpnrqlwfptdsahfxbwxbye"	13	
"bmafwsahcpwthjqmajrtlaykcwidwoixcifadfjfwgafrquscllpmlaoiktgacgdmlfpsrwozxvqppirbthphjfr"	16	
"yxtadypogegxdwwasmpjxjmsqbzbgquhopjtqykwfqtippkjdbsakfvciudplzybphwf"	14	
"gblzwvqnfzqitttaoxjkbaxcyarfxynfzygxvwkaxdjtyetobeyeewheyamxz"	10	
"da"	2	
"jyvikyfnjalnubqaaxfyglwgxuhxzizkiussu"	9	
"idavswxjxziezopvwnrgmsqndyjvsexahyyauxltwvxvlnshcmpqefdjdmhyqeaaeyczvnstksovfhehvuzzzclfqsdjwdjbelc"	14	
"awtmojhtslcnfdpffakysphq"	12	
"srwfvyhsttgcacvngkvkzarbmpvbymvsfuxbsgvlzdpbfmroxmy"	13	
"opachvf"	7	
"jaapuzsognzhqrlwdekaqkzebbiiwnsgnsxktpyb"	14	
"ajsrwquacxsmwyqzgaxtsfimcsgrthvtsqmqiislfkzdipcqqajkfuximdbhmxcfp"	13	
"xxzqi"	4	
"ckilbkd"	5	
"mpesjbcxgdfucjbrazpzpzdrlnepyiikzoeirghxkmsoytgyuxxjycdmqhbqrjasyhapnkpzyjowewuztt"	12	
"twnfmxgcqqejqllhbvwaufoqkkljfgtbchgqensufzdxm"	15	
"enmdogiexurkfyqzzviglovgicfobrff"	15	
"tivatbxnsjvrbwqweyis"	9	
"ocxvsyozgvtostjuszmdufeqybwwlqubsrwnskoyghoy"	11	
"yuwzjzvoelohjnszhttyrgsbvqjefkjfefgnhbenmsuvfowojppayhdvypbfzkmfsst"	12	
"tzmhtiebwapfre"	12	
"pm"	2	
"kmzmtyyfgqzzrsadztlfuhfmo"	10	
"qtoegaqfolgnqmfpnxjnckiopdxwpmvhhlmplevcqbrinwyavjpyuxolankrbfzlsnafrvhjyyslxsnubcuxailcyvw"	15	
"cvmuknzdkhnjhfwgxmbaovyqgjtggpfimucwhbztkoeutbas"	15	
"dtdztwhepnkguuuowsxztrmivgdyiw"	14	
"mrtnmpwsgjemfyiwwatvvmjdkphiafymyrbkgxem"	11	
"ianikjekfbfrllbau"	6	
"czkozdpllopzwzzkhlvnvaocuzpxcjjekvvjymujblixkjj"	9	
"uhgrjvwdwlbyvmfhiargmnspbaplma"	13	
"ihpatkywjjzjgmoqwqhcfwuuxxlllmstvhvoutnffmonafdwvmbalxxiwivh"	9	
"pdqzygvutabgoqitufriirtfqeczzjvronqnuljnlmvbcgxylohthcayg"	11	
"ziouzckprgccvporqrzprmdafldhllkktygucqluynwucnntemkxyoyfbbmom"	9	
"yiwgczzovxdrrgeebkqliobitcjgqxeqhbxkcyaxvdqplxtmhmarcbzwekewkknrnmdpmfohlfyweujlgjf"	10	
"kggqtmpfxewkqccehsluxmrbgcpmnwwzcdsxrhcolbbdddhmv"	12	
"hvgaymc"	7	
"yrlxqqainrpsictjfyomklhtgnvhcxwaqkxhazrpthjdlcmraadnnmiuaebedzeujedlfudadmdprpgrrlgfypbaveey"	15	
"kurqxcwshyxwcmntugngnugevgzbkzgwuxnrcllljjhlxufudsasmgwjoxky"	11	
"suqqjkuuxfeinpgjucmoc"	12	
"ckclybxyyqsqieccych"	6	
"kwssiouwfydhihvgjuejmzbudeybgigseylmohjtgodovyxgubphcrbfxcjfkpxqpkfdsqz"	12	
"ecobcliwpxdrqhznjksvzslqeqtyisymwnoaawxrvcjmjkzuuupto"	18	
"jsvetezrsxgiyjevacxjojtn"	12	
"pjxizatuxandzewynewwlrwnribcdqhtcgdbgzvgbijapfaemxazqymjip"	10	
"ohvhjdml"	6	
"nisotbqijrmxoowgokqxzdlgauseifqynkmgldqwwetms"	16	
"sjbkgcotjqpduzimxxwkekpuinbeztvtczekbufmkwphwzvvxshbewxo"	15	
"ysmuqgypmlqgsfspuznuxitpqwvotj"	11	
"ueoquuolibbquijlfkybhiuyaqvrlftflhvfemqmntdjcouhauiideifuewflrnwzkdfwttmoyvsmqbpklxpp"	12	
"vjntrynewmoztnsmzjnwbbmdqzopogxlpkhglumhibhdobrpmelogatwzjmppl"	13	
"hvmpigcqqdzttakknrxdxxytyjhozstiqfxynzqfepyzskjhbjmygkuftdvuwqcovcmkbdpguphm"	12	
"tvdchditxppbmjzconxqbj"	10	
"eybbnjppclseuvoovedwsoxvekuwleqscrtsckhevbkswzgrflpxzmsgwncktscxmx"	14	
"ohytfzfxyefplqhlrtdxssacnuglgfcvmbqtcvsaaxsnnzyhueeoygsmbyzhdbcs"	9	
"slhqgjsdbftceazkg"	15	
"ingwqevxkxccbwpkmvuebxmuaswzccomrujhbehlblpfhgpwejafhmbjexkibyvvteeuinhmyyrggiekserbtskz"	10	
"uivsfsnjwjtkqfkqysxhwjbdbcwvoxpkhmcmesxcbrouyzkzrj"	12	
"qtjtwnptboilwwpkahiflbtfbupaobieutxsiollcuyaqoltxvaiwtnzqfaegkicghuovfazb"	12	
"auonpmipwgkmfathgbsqdyxzmugmuknugbhxprmmxyacbtkhueazexaquifouuiavrxnilbhkbllwxusbur"	14	
"utyodfcyzmyufyhp"	7	
"iwtlhghhbzkxsqrnqhrvlpuzpqenavxkrqwbzdkafuzxmtncaezmtt"	12	
"imuwmpvyhnukmauohooedhtfhxfvsaldmfbauwzdjvpwvlkccyjfhckrcpouszzeeahbwgeibwezhqdjrmoyrzrvqgpkfrpmry"	13	
"oetwhpcgzumilaxmtydoqjgbrxsfoquewpcdfgmgbaomanyulcienohelz"	15	
"crdgntlsarggsgwfhkfbxjlbxakdnjnrcsypnjkpaqxvxuagghjfruhqwttkdibfdbxqmhipzfkybmejtp"	12	
"mkycgryswgwejzbcmkkblrnktzqeugtjsrlajlvhsrldqmfeyrhkjw"	12	
"evmisscbmvongaioubzxtofyowhyfeujbhuvbwwotndapnqjorihfnh"	11	
"mrurvpdyyxuzvspofuqwhihvaqfffmbrfwlanoblnvmipeyxy"	11	
"tgzbdztihyxiscgdfvtgggdvquzorxflffojghrnhqybvggaczikhnfxheozetmjaash"	11	
"museuwzbczdejn"	7	
"wvlebzffurrvtleexawevsdyxfbbqqonnztpayuvrnskzyoyymcvhitenwffnvscvnrvlosebmqakgzltdgclcgayngniyqfojdz"	14	
"vgbkwdudchygqatsiusvagfaylohoqhjwivulqxqzvypxrhfnaaniiqgte"	11	
"hwwsueopsgokfmivjbeppgreozwuud"	12	
"bziuwnklhqzrxnb"	11	
"xezovfhcujyqdbchdldzankhflaczdxyhwodbxhxgfomhqvkbyldnvkuimwjpvjzrxevvlsdqir"	14	
"zmlcmwgztstcfsnwnxvhuzcrkwxdfocgdqkpmsri"	12	
"kmsezosykzvjdmublzgabofrzugrlq"	12	
"ycwcdlwcvvxgalcczbkbfzgyaagrowwoauqefnickhjnunptpbuuaaucdbu"	13	
"xshymxeummwxvhmpvbjmefihgcjlddedxlbkkhgxtcwqmifjlqvrwfyehirnnvqlitxuadtvhp"	13	
"tz"	2	
"cmlzejecnokgdadvlloihqnbnusaosusgfsmoyrdodjrdmmozcyhulijgajwueodlipchgfxkrpnfdeficocowmwy"	17	
"uvdiyptptcyyzipoxxub"	7	
"c"	1	
"qguossosmlvwlmpbfrzgrjxhgubkyfqom"	13	
"egcvyqgwmukcvqtwymhvwpqxzodpfrblxfiyvrukl"	11	
"miwhguwnqscipeyuvdnxrlezlcsfmdlylihtedgwvlenrdjmizlbmqdxu"	14	
"egzpemznggrocobjdsmphwouaakdxeybmzssmuguazkcnoltizipywkywwdvdbypdqirkqnkpxpelcxwchlcdxabwfwz"	11	
"wqlnaczqpmfpbmcdjyhrmjwllyhqwiztbkibphsevztwlwcxw"	12	
"qivmuimdzjmaenmoqbvigrkbpxztuyfkgaxckjgjuulajyozzmkhfw"	13	
"utkqoivarxxthjbtfveggcwgeislnowkhjaxtxykux"	14	
"dihwofdwnhsvldnzsdxclgeka"	11	
"imvgsbqcxejacwkx"	12	
"vchuuluxyabicfrpa"	11	
"jbpnbwwd"	4	
"vnxplbwhwjbthewqgbhxeijhzwkvvqysdxhqzfyvrzqydmomqxjwhsfhrqcogcglapczwaunb"	10	
"mhyctocemjzsqskvgsxmdxdhwzhqplcbsbfnrhrersyjkieqaeedbhlajusyhvbbwgopqitjarslbzd"	15	
"dihgrugaqzayubzskqjcydlawflaerdj"	14	
"kqsgwtzvtzrxaljqvlqawrybcyivcrwohpxgkwbdvvcvglobweduvcyaagvezsvj"	12	
"sprqswlnbi"	9	
"m"	1	
"zlddfyfdahlwonqjwzdlstfogtrorgnqrqvyqacrkppacflyeolwhrmnmgddmsvdirbbtfufvjhzo"	12	
"auglspegesmkxyctbnmfofkinhrujhnjdvuvnbbrtobrmgmqtyxhfjrurkpcrelwzhroiuicilvxr"	11	
"pkjmrovkjouaqnebjfjaut"	10	
"exhpsehdvrmhlbfvmtsomfsppzarvuozrwrmcypyrchefmctiuhwbblqcmky"	10	
"azbwqpbqhbkjioqxslhosdqvogxcsxmtxqppfsgmtqxegpdza"	10	
"p"	1	
"nfpdmpi"	5	
"mwxlmpbsjhgfzelhtoiwyyqndisrzcylzxxloafyjmfisqrngajga"	13	
"tdknvjqvwrsvehvkheyooqegdkipsirnnbakmsfijyeoh"	13	
"yqgyewoketumimwzbkcbuouc"	8	
"fcftjgtzorflhprdlglzcnaorblgxnhdrmyausblliwvxpyivljayjoqmbykqh"	13	
"hvnjphmatuyqrooblzklatcsgfsswzhfuwpledozyopreftqeddgzfyhlqzjriongfzmjpnjdeak"	13	
"tc"	2	
"zfwylxhypihhsxuyfvnomaxqfxcqtegsjfswezuthdczbzzgumwhpvzuubmnhtfqazpeyjxhpcgsbiavu"	15	
"ejtdfngsdnnkgpkvtigsq"	8	
"uypvgrtdpxoidwylqbzdnhsxengmfykcwbxftqiioyttutekwfpjmj"	13	
"qwnfenpglqdq"	8	
"waumbnfvgjicrxldjswfhblwsriixauvdohedozjzjnqjaws"	16	
"szevlbnejxdlryofhsivutxfgnojjgedgiatjpxunbgebwmjrwgnsdsathjepnivwkqhaocprktuihdzgm"	17	
"yrhykqkphxzfvlvfljjacvwxdfcflotlicksuwjcvihru"	10	
"yhohiscgphlumzkikskwlhswjofshbwfkmosfsawboqondy"	11	
"vkuirofcemulntsxfismaujeibsvesvccpkufpykdv"	13	
"soqqvakidgthpwbmdthfvyrrejqomnlfbdxyejghpbqearrdkaihzbzdkrtx"	15	
"gehmbfqmozbpripibusbezagafqtypz"	9	
"tgtwmlickm"	8	
"bullvfdykezshekcfacmvifuwqcycosfkdqfkvgwbfoklznqbpewzjqwbvwdlqkwvcdgxjcb"	11	
"rlcsautpzrriinmflpqcc"	9	
"xeq"	3	
"ezifqbssvtooknfbypqkucbngdzfirlmtv"	18	
"jyldtgrjrhosfglrcnspvy"	10	
"aginubkpmiardjlmasduzjfqnukdpiwsqehmisbwceqgnbunvxjwipowlybdhxvxdcknwlkzrchefbrazdyjsmhf"	13	
"kirjdrnidceoofgqmmvogxpjvabhiiusrncuerehtlykqgadswtavijrimasvwlmk"	13	
"iqgpabaalqgovakobfymyjzbbuxmihdqalfanhaayiovkamnikagtzhvvhjdqnvqydsnkuqkcegpfucpeevaffxcoghevdvw"	11	
"plskb"	5	
"oglfnficlozlugiyurgbmjykrnwjzxoofztugdysuydogomdfsetdegwrcgrzwhhwabcgauaaaqiqe"	9	
"vzrqcvwzpyhgadpjbpkgxkaxmcpvsugptaixxewmffuhjjqmbcsypvybxnwshfjcfracwyrdelkpvcbweuutpuvoitgrysuf"	12	
"wkfubiymupjwrfdncweytsgpbaptwxcshkmkunypeinvpqktposkjybkarfwoj"	14	
"xtdhqsfhwpuufneaevsqetsqtjvsxggucldsdizcavwfichoxafbtxtogogfxnzzacrgm"	9	
"imletwgbkgdpjwmdkutrzqgapicgorywfmcbileurhkadyfptzispqthzxppqomwcqz"	17	
"bdgukqx"	7	
"rcgkbpethxaixpynfmlhck"	12	
"gpaazszqlcxvfoaaxzagwsemzszjukeczgfbzetkisiq"	10	
"kqgjtminswmkvvghajjgomhsfudyetgojmzeyhrsf"	13	
"cbbjkdutmifvclrflvarjmglqesizaobbrmlxghjometzwamtbefnkqfqkppkdtnx"	13	
"buoidewjxwhakbboiqayxtinktqdgplhjbrofoyfmhfwkg"	15	
"sypqvizitubycqlkcm"	10	
"qstqxfaeekmtfkixhtysostmvlahnmmgggwfnwjtjvmqhvnpqo"	9	
"egcq"	4	
"pqmffzllfjruicotyajfxywnmfrvjkyzclghmtvtconm"	14	
"bfqeowbpsrbaiwjuvixiqgwjb"	10	
"orcaiggakwwllrcprnlahilgsbnonqfbkibuqjuaitnvkskdfwfogsvzwkpjcv"	11	
"m"	1	
"ngvzdvhwkcgcpljnsatlvuhhkqlfcakpihqlexhocptracgvcz"	11	
"zwnigfunjwz"	8	
"egrqmqxaspvlrarmetsephovokkxgjalprbbhadcpbnhbhvfaolpxamokwntfnewehzojeqzffigmfmovxdtzrhmpufwi"	14	
"uoutedawehcooqucfpbkibcrptouqyhkobgteipjptxdkthrjjbtmflbzbxrzednfjiltaujtumf"	14	
"wwwhasthfwigtzfzfueodpidmtyghevdcukemfmrbwxwwevbybrdrbgfuflclihpcs"	11	
"qxkhb"	5	
"gxemvflwzqpcxuzehdrqkgsecleosfv"	13	
"eznbhayirnkqilupolhbtafynjmfqhixjwaqyyyroihywdpkqxlkztkmeytx"	13	
"cwpawhyxfqlpzjldyytvjfwepijociweengauexbwkqwtcbuaurlaospybfajbgpqmpktplpzentiopilgvlw"	11	
"cvqkvbneqeqgqjvezwiopqfgaqnxdjlfgdre"	12	
"fivjydziadjxnzodevfukdxvqfctwgad"	12	
"ymmbowcthbhhpmlksiuvhslougnahqqffeitbmoinvrfifranoxwgklaqaczssgxwrszdhktcbymgpm"	15	
"djsltflmhpnzhuzgnrfqapjfrjrzbe"	11	
"gppsludzdtmccibi"	6	
"vqovfzayjuamyvspmkciqbllqnnaryyoqmjxnmwwgykgtdxfnanfdaqvngyggw"	11	
"wigtvsruapegkjfpxheeneviubicjexfofymxqizfohqymhxuobjuytqzctkg"	12	
"pvvohugrvnfcfdopakdctzanqcp"	9	
"mxbeuyubuaupparvdhkeupipqkegovrdtuhnubrodlfslypp"	14	
"bvcsftjpyrgtljofqcatvqwiyquwglghiiapejeccmxnvmtnqvglnevlvrkbeqkmbkbfvijyuglssgf"	12	
"d"	1	
"xrstenkqqpj"	8	
"dknhrjpahlisddzjncxlvrgchqszhdalnqsgzjigwraauzlhekubbafktykadmntchzbsijpzkrvlceroztrzycuyo"	15	
"cakvfswgkgszhcscpuhhigcchceedszhujczdaiohapocirreaapicrrfxviruplgtljvtzcvrtxbmqhmrwuvplamj"	10	
"dfbrlwexsxyusrprubjcncajyqxaeglklob"	9	
"lh"	2	
"dewzyqprkqcmgfnrdfoflwsvkhylsfjxlhwlxne"	9	
"ghwomlfrqwwcupzeyypqfaprinehbjrjqoxezcv"	11	
"arwvivbgvtybtnudd"	6	
"lgjcp"	5	
"sofusamtuiocfrldklgebajeaukmzbnrptlhvzcpjsupkhsusyatakxcgj"	15	
"fkezbxmlsmnkvgemqlgmdgnzizwnfidnuhowgajzmwlkepyuchjhnygyxflepotjyhheisfwpqith"	14	
"qjoztdxbbwioczdwjddshnln"	8	
"c"	1	
"uxlbnwrorv"	8	
"tyjdnmdskovpicdvrrxvlvinkegzybmtcywrmbjwpglakqvchvzvshicnqdluqgwqdnceyywglwqetunotigasjqjoddgkzwpoyv"	14	
"yrumpkqjfdx"	11	
"mgdeptpdysmitixhjtvhmrtcclnjpmjdsmjjhzngrzqnjqwslucxl"	9	
"bpjoyabkdvyofinuqhvgueyqxjkbjwyklhbmhewmzwbeeqyuxtdrabkxlwausyggghuplscnofrvvsptls"	13	
"lwykh"	5	
"kbpjjxrrrgejkrapjvldmgofucbtokobnfmwddnuluewlglwbyzneoubsxughkjwpvtsyinkctiobvmcumracmbujxct"	16	
"mrxjkrivguxbenczaevoywqkzmvxqqeeidouvypdupfy"	14	
"jxgqtuorkyqyvnpmutwxhqufgazxfzbqzigseulrubpqree"	11	
"yakhqhpyhqvoqzepjljnhwecxuuqaabaaoisvztcpqqhpuyyhjmpfsrf"	10	
"nvpnzppnzhiycmqtcxiyyhghvxnnqscdntqmkhbkojkrxckbcuaadihyfuovosaclsqvzshpdugdwseapeasoittejqtb"	10	
"xokpljjtzpphslcwordolryenfndaqwzegoqsaltpaajnefbxiqjcqnpvduvtquyzlotlbmabojotqsqbibdapuwsornhol"	12	
"zbbkcpmdfvuynmrowstwjnudcmrlactbgwlinxosu"	13	
"thykwuersqfntjbmudrpexnphaovsihlrfxpbehuumjpxkctptitqvkxvavpicbbiarleyfamoqjaucpnmkfhueeu"	15	
"tegwgqxxbdxhejxwsaqwpfiamrwqvruqxandqmcrrzyviytcylapsipezmxwfrpctcijqkahmbfwbazzmzogkgnlskkzdz"	12	
"wdlhtyhamkhilihkwjbcvhpibbscgrfcutjpttsfdznrjxbfiekdlb"	12	
"odgqjxwoupzjiudpadcrozuujz"	10	
"mkhazkgrwfnmzelloioditgzihtersmfftfggnxctnqurdfilwltrtuzdofuirbnnjvtwtxrgnm"	12	
"qthepvzhouiriqnqjpgwabpwwoqebcguxnankzwztgsdwgwixcexfwvemliqpomnemcolypfgikfognnktkqrhueteukvgzb"	12	
"bpfbhmipx"	7	
"fdcsovegnlctginrdvqenuwsvdffueuzhytxwxflijerstivoacbuavsfczzgwaqutpqsvdcehtyaduogyraypudrweaueso"	12	
"hhtekvlurjuufladcd"	9	
"rzglxknrqhipqrivdgixxtutzfwejbidaqoyddrtkzlaqvxubhrablwcssgctqfvhvvman"	14	
"kmsmfomzrtsuugqwyifcdvhyeeuqejyqvsdairbakuuhamfaukdzimxotthxehqczveimgkwagfcslcoxhnfumwnidmmkc"	12	
"lxvtlbfidlnffajtyridnxbcheovotmaqhveidmnobswcdrawcfjzhlincdevpgnydrggft"	16	
"hntltknpmubndmvrobvlsbzreqznwvkfidsdpftezwtdirwzsrmkulbaedncyzjicbmu"	16	
"hyfdr"	5	
"nigoczbnvoqwsvlwtlfcpgqjmxjucbg"	11	
"lneomhdivvgqrtmkgsoyyehnbrhfunvfcbvriy"	9	
"fujvlcixlcmjaqqpujyzdowlqzghjfkpbtmoyuljwzszskoounnzbmmtltdv"	16	
"nmbhyrfteoreiswshkowzqzncszxvwxjiasgtxbynvcvnapwmeulutzyoawlwvweyokrnorajtxwvnvhrpvnjwnxwjkuhhahvma"	12	
"asljlj"	4	
"jwdqpsnedjrchdndmudtpqtaqlmczxkitpakjoonzfpjkemwyqpqilsywecxbohwdignywczetioyvlyncqvnjvmpaj"	13	
"otpubyjbulayglneiafxcvsqepewrnpgggcjelmbypbeaqliqqhvlzlsqpqiefqnlsysfntdcwhenuodkvyywlsociwjno"	13	
"aiysnlnqnkatxuhchcdfaqxpvhneu"	12	
"cwkcraoeqdqsxppgs"	9	
"jxdlnaaij"	6	
"odqsbcvscjxvmpplfes"	7	
"cdwfojhpuqdivvdxzypcjozxeojjtbivggdupkllbqwwlzvnzlpibqffeqqztavzgywykhjlyhklifyhsprufzbmrslluimbiizt"	11	
"kgquqbcycmqtfkbem"	9	
"ygyjchvdreekwrro"	9	
"jpphtdynjkopydnebyjkwmcctoymhmzrdqyzuwofjewhhmokkxxglbie"	11	
"iqxwpqcgodcnrhwv"	9	
"fertoeqnmcovigfbfesviallcaelwbrcfkxvoojbsxyaffbkluftuteztkmslfwqqtmgjxhbwhecphmaduuapazillaw"	12	
"wpjsdpbazdwijaxqpyujswauvifijcbhrmzw"	11	
"bwf"	3	
"unpvlhkldvfzvzwdfhojkyczxydauiioxzlkhvvmqamnakrfrhqefsddqifmqocpnoawlvjcyxpyhifbqxhxpkchuivky"	11	
"blnbizztdxqsxzdeavbjsqvvzpfuzdtdojeyidrlchfzhkfjfgtayqvxgcthfpkvypuiunvzvaaengpumkulbrkhtgoa"	12	
"zwvqsdmfyncaoinuyiikctlwgupmlqhmoccghqlfeohuyvowfyhjuufarxocpvodzsjgiwnomuilryhwxqgtnntekhgz"	14	
"uefonnwkanywxjowtmvluoyijcuskwwgabuoqtaqg"	11	
"odkcbdpyojmntxropeknkkqhagacyidnnnprqepgqevjbnxttjgfwxmwdozcyepmrgfhnundyjmcymvtxby"	15	
"alqebriavxoo"	10	
"tvqnkvovks"	5	
"wnovqnprahvbyfbvcpjhkgaysx"	13	
"qhgnfvcblrqctxzuxeyuipdsalsafroxzwlerphcgxhzwivtntnxlspnfjnlbdkczvgqkouqnbrkknf"	12	
"ityvnqitzvgcyqezmnpydkrsniczxiyidzdspolqjttkmzjaobyrnpka"	12	
"oazyahdznwobjhmdaypbkpqlnjyftafkagkdoocdktgtasyctnddcvosfozaogkrmvuclyfvrlqtgpvzebc"	13	
"wsbbgacwionulhxwgctzqktwbqvfrzoqrrrztvvbmlwxstwaxpcnbxlcngkhhyxaqqzlovnagjza"	14	
"vdznhpoeattjfcqdbrvsshgpwixfhajffksmzisadlliqboruljpureqbcxlcgqhrkvqunsaa"	10	
"iqhy"	4	
"dmtsgnxzobwbfdrowdjmayhaymiptjzzvurdhqeytbzygtocwxqwvxw"	11	
"khlfsmgpgyuoqzmmcnkigzkdycbwaasmjdtdpasxamlslzennrxtsjyqmcmoeganjvsavkyxylqmn"	10	
